Date,Price,Open,High,Low,Vol.,Change %
2019-04-12,"3,342.01","3,341.09","3,340.61","3,335.98",767.47K,0.15%
2019-04-11,"3,225.22","3,233.00","3,227.78","3,219.11",818.69K,-1.57%
2019-04-10,"3,294.41","3,289.95","3,295.71","3,288.17",844.13K,0.43%
2019-04-09,"3,276.06","3,278.05","3,283.63","3,268.53",980.83K,0.49%
2019-04-08,"3,181.85","3,179.24","3,192.39","3,173.32",410.99K,0.49%
2019-04-05,"2,884.73","2,878.37","2,881.60","2,877.30",453.10K,0.10%
2019-04-04,"3,417.23","3,425.30","3,424.12","3,408.47",17.59K,-0.08%
2019-04-03,"2,949.72","2,947.44","2,946.86","2,940.22",207.09K,-0.01%
2019-04-02,"3,253.82","3,255.48","3,254.22","3,248.14",801.29K,0.09%
2019-04-01,"3,200.53","3,197.13","3,196.73","3,191.61",775.58K,-0.33%
2019-03-29,"3,447.91","3,439.73","3,455.05","3,442.79",152.83K,0.25%
2019-03-28,"3,304.77","3,302.72","3,310.74","3,297.38",263.94K,-1.42%
2019-03-26,"3,215.33","3,205.45","3,222.06","3,205.86",853.57K,-0.33%
2019-03-26,"3,344.45","3,353.95","3,354.09","3,339.37",866.35K,-0.54%
2019-03-25,"3,245.91","3,244.67","3,243.09","3,236.98",756.60K,0.76%
2019-03-22,"3,221.03","3,227.08","3,220.95","3,212.21",380.71K,0.37%
2019-03-21,"3,094.70","3,087.95","3,106.67","3,089.51",178.89K,0.45%
2019-03-20,"3,375.69","3,384.10","3,376.60","3,368.60",727.45K,-0.37%
2019-03-19,"3,214.28","3,218.76","3,222.37","3,205.27",827.35K,0.38%
2019-03-18,"2,888.15","2,884.09","2,891.00","2,881.98",31.57K,-0.09%
2019-03-15,"3,055.77","3,052.40","3,066.54","3,048.13",267.08K,0.56%
2019-03-14,"3,065.86","3,057.82","3,067.49","3,059.31",156.70K,-1.07%
2019-03-13,"3,384.29","3,376.48","3,395.39","3,376.13",287.36K,0.87%
2019-03-12,"3,334.85","3,344.80","3,339.18","3,329.60",509.97K,0.53%
2019-03-11,"3,329.54","3,334.14","3,332.98","3,321.00",198.25K,-0.64%
2019-03-08,"2,939.87","2,949.19","2,940.06","2,930.29",735.37K,1.03%
2019-03-06,"2,886.77","2,878.33","2,894.02","2,881.50",376.20K,-0.11%
2019-03-06,"3,477.14","3,485.79","3,486.43","3,471.11",880.51K,0.23%
2019-03-05,"3,069.64","3,066.55","3,078.46","3,061.59",684.88K,-0.21%
2019-03-04,"3,257.78","3,253.56","3,253.25","3,252.21",656.52K,-0.92%
2019-03-01,"3,065.71","3,072.42","3,066.35","3,056.13",894.26K,-1.28%
2019-02-28,"3,394.33","3,389.97","3,397.42","3,386.26",813.20K,-0.42%
2019-02-26,"3,402.24","3,396.65","3,403.80","3,397.15",928.34K,-0.26%
2019-02-26,"3,208.35","3,215.13","3,203.69","3,199.99",781.20K,-0.08%
2019-02-25,"3,254.09","3,250.71","3,251.62","3,245.62",710.86K,-0.25%
2019-02-22,"3,147.32","3,142.34","3,157.57","3,138.70",363.97K,0.38%
2019-02-21,"3,357.85","3,366.34","3,370.42","3,348.38",399.45K,-1.49%
2019-02-20,"3,181.93","3,188.82","3,187.37","3,176.56",238.31K,0.23%
2019-02-19,"3,401.30","3,399.27","3,413.33","3,392.07",276.33K,0.00%
2019-02-18,"3,118.40","3,114.64","3,127.05","3,108.68",286.66K,1.72%
2019-02-15,"3,487.67","3,480.09","3,499.25","3,480.15",28.60K,0.62%
2019-02-14,"3,153.20","3,161.33","3,156.51","3,146.69",747.26K,-0.09%
2019-02-13,"2,995.23","2,995.21","2,994.04","2,990.03",586.36K,0.08%
2019-02-12,"3,149.29","3,150.05","3,145.42","3,141.55",640.30K,0.16%
2019-02-11,"3,437.45","3,447.36","3,434.22","3,432.41",199.56K,-0.50%
2019-02-08,"3,236.61","3,231.88","3,232.77","3,229.37",500.72K,0.33%
2019-02-06,"3,014.46","3,013.73","3,025.33","3,006.45",839.48K,-0.02%
2019-02-06,"3,336.99","3,345.93","3,333.22","3,328.15",937.60K,-0.36%
2019-02-05,"3,415.57","3,406.22","3,429.80","3,406.12",678.17K,-0.01%
2019-02-04,"3,449.40","3,458.84","3,463.66","3,443.24",620.63K,-0.21%
2019-02-01,"3,098.33","3,106.30","3,104.84","3,089.32",48.18K,-0.23%
2019-01-31,"3,103.00","3,112.72","3,104.89","3,094.40",608.97K,0.74%
2019-01-30,"2,943.09","2,943.70","2,957.13","2,936.91",504.70K,0.26%
2019-01-29,"3,145.66","3,149.73","3,143.45","3,138.26",993.13K,0.47%
2019-01-28,"3,487.30","3,492.96","3,491.13","3,478.91",207.52K,0.40%
2019-01-25,"2,921.48","2,926.73","2,933.21","2,912.44",904.32K,1.43%
2019-01-24,"3,361.34","3,357.47","3,360.73","3,352.82",932.89K,-0.35%
2019-01-23,"2,900.02","2,908.18","2,911.51","2,890.60",414.75K,0.08%
2019-01-22,"2,935.07","2,941.85","2,941.29","2,929.31",144.35K,0.19%
2019-01-21,"3,222.94","3,224.17","3,229.13","3,217.59",254.53K,-0.11%
2019-01-18,"3,366.67","3,373.14","3,378.62","3,360.84",332.88K,-0.80%
2019-01-16,"3,286.89","3,284.10","3,287.67","3,280.81",720.40K,-0.11%
2019-01-16,"3,059.28","3,050.09","3,064.59","3,052.03",594.25K,0.40%
2019-01-15,"3,132.94","3,140.35","3,130.68","3,124.47",953.58K,-0.25%
2019-01-14,"3,103.20","3,106.97","3,101.14","3,097.93",616.16K,0.14%
2019-01-11,"2,897.52","2,887.86","2,902.92","2,889.92",941.62K,0.16%
2019-01-10,"2,884.15","2,879.22","2,885.62","2,879.09",192.50K,-0.36%
2019-01-09,"2,975.97","2,973.46","2,981.96","2,968.62",147.00K,0.47%
2019-01-08,"3,034.88","3,030.16","3,034.64","3,026.85",687.43K,-0.31%
2019-01-06,"3,002.52","2,995.15","2,999.38","2,994.43",417.11K,0.32%
2019-01-04,"3,047.58","3,049.61","3,051.90","3,039.22",245.21K,-0.71%
2019-01-03,"3,192.01","3,182.74","3,204.12","3,184.04",860.03K,0.86%
2019-01-02,"2,966.96","2,964.98","2,969.35","2,961.03",720.04K,0.22%
2018-12-31,"1,284.50","1,284.00","1,288.60","1,284.00",0.02K,-0.12%
2018-12-28,"1,286.10","1,286.10","1,286.10","1,286.10",162.73K,0.39%
2018-12-26,"1,281.10","1,270.10","1,281.60","1,269.10",213.50K,0.64%
2018-12-26,"1,273.00","1,273.50","1,282.30","1,267.40",208.54K,0.09%
2018-12-24,"1,271.80","1,260.70","1,273.90","1,260.00",137.24K,1.09%
2018-12-21,"1,258.10","1,263.50","1,266.20","1,257.10",212.78K,-0.77%
2018-12-20,"1,267.90","1,247.00","1,270.30","1,246.20",318.24K,0.92%
2018-12-19,"1,256.40","1,253.50","1,262.20","1,245.30",275.31K,0.22%
2018-12-18,"1,253.60","1,249.70","1,254.50","1,249.00",171.59K,0.14%
2018-12-16,"1,251.80","1,242.80","1,252.20","1,239.40",166.88K,0.84%
2018-12-14,"1,241.40","1,246.20","1,247.30","1,236.50",194.65K,-0.48%
2018-12-13,"1,247.40","1,250.70","1,251.70","1,244.40",158.85K,-0.21%
2018-12-12,"1,250.00","1,248.30","1,252.60","1,247.10",157.07K,0.22%
2018-12-11,"1,247.20","1,249.80","1,255.10","1,245.80",186.39K,-0.18%
2018-12-10,"1,249.40","1,255.60","1,256.60","1,246.90",199.74K,-0.26%
2018-12-06,"1,252.60","1,243.10","1,255.80","1,242.60",225.56K,0.72%
2018-12-06,"1,243.60","1,243.00","1,249.90","1,240.00",248.86K,0.08%
2018-12-05,"1,242.60","1,244.60","1,244.80","1,238.70",110.21K,-0.32%
2018-12-04,"1,246.60","1,236.30","1,247.50","1,235.80",221.14K,0.56%
2018-12-03,"1,239.60","1,227.80","1,240.40","1,226.60",247.72K,1.11%
2018-11-30,"1,226.00","1,229.90","1,231.10","1,221.80",170.45K,-0.36%
2018-11-29,"1,230.40","1,227.10","1,234.90","1,226.70",246.43K,0.26%
2018-11-28,"1,227.20","1,217.70","1,230.20","1,214.50",1.37K,0.83%
2018-11-26,"1,217.10","1,226.90","1,228.80","1,215.90",0.77K,-0.73%
2018-11-26,"1,226.10","1,226.60","1,231.00","1,225.60",0.28K,-0.04%
2018-11-23,"1,226.60","1,231.30","1,232.60","1,224.20",0.78K,0.28%
2018-11-22,"1,223.20","1,227.80","1,229.20","1,220.30",240.35K,-0.65%
2018-11-21,"1,231.20","1,225.70","1,232.90","1,223.60",0.22K,0.56%
2018-11-20,"1,224.40","1,225.30","1,232.30","1,224.30",0.53K,-0.34%
2018-11-19,"1,228.60","1,225.70","1,229.30","1,222.70",0.26K,0.18%
2018-11-16,"1,226.40","1,217.30","1,229.10","1,217.30",0.87K,0.64%
2018-11-15,"1,218.60","1,215.40","1,219.70","1,212.70",0.29K,0.40%
2018-11-14,"1,213.80","1,206.70","1,217.50","1,202.50",0.18K,0.72%
2018-11-13,"1,205.10","1,205.20","1,209.00","1,201.70",0.47K,-0.18%
2018-11-12,"1,207.30","1,214.00","1,214.50","1,204.80",0.16K,-0.44%
2018-11-09,"1,212.60","1,227.20","1,227.30","1,211.50",0.31K,-1.36%
2018-11-08,"1,229.30","1,231.30","1,231.30","1,226.30",1.00K,-0.31%
2018-11-06,"1,233.10","1,233.10","1,241.70","1,231.10",1.08K,0.21%
2018-11-06,"1,230.50","1,235.70","1,241.10","1,230.60",0.98K,-0.46%
2018-11-05,"1,236.20","1,233.80","1,237.60","1,233.80",0.70K,-0.06%
2018-11-02,"1,237.00","1,240.70","1,240.70","1,240.70",0.82K,-0.36%
2018-11-01,"1,241.50","1,219.00","1,228.40","1,219.00",0.06K,1.93%
2018-10-31,"1,218.00","1,219.80","1,221.80","1,218.30",0.00K,-0.84%
2018-10-30,"1,228.30","1,228.30","1,228.30","1,228.30",224.64K,0.06%
2018-10-29,"1,227.60","1,236.40","1,237.60","1,226.10",234.29K,-0.66%
2018-10-26,"1,235.80","1,234.70","1,246.00","1,232.50",315.69K,0.28%
2018-10-25,"1,232.40","1,236.60","1,242.00","1,230.50",259.68K,0.11%
2018-10-24,"1,231.10","1,233.80","1,238.00","1,228.30",211.48K,-0.46%
2018-10-23,"1,236.80","1,225.10","1,243.00","1,224.50",288.38K,1.00%
2018-10-22,"1,224.60","1,230.50","1,232.60","1,222.80",187.23K,-0.33%
2018-10-19,"1,228.70","1,228.60","1,234.10","1,226.20",191.80K,-0.11%
2018-10-18,"1,230.10","1,225.50","1,233.60","1,221.70",243.11K,0.22%
2018-10-16,"1,227.40","1,228.00","1,232.90","1,223.70",235.33K,-0.29%
2018-10-16,"1,231.00","1,230.50","1,235.90","1,226.30",242.42K,0.06%
2018-10-15,"1,230.30","1,221.20","1,236.90","1,220.40",291.57K,0.68%
2018-10-12,"1,222.00","1,227.70","1,228.10","1,219.30",318.23K,-0.46%
2018-10-11,"1,227.60","1,197.90","1,230.00","1,194.70",531.78K,2.87%
2018-10-10,"1,193.40","1,192.70","1,198.60","1,188.50",248.56K,0.16%
2018-10-09,"1,191.50","1,192.20","1,195.80","1,186.60",243.86K,0.24%
2018-10-08,"1,188.60","1,206.70","1,208.00","1,186.00",320.10K,-1.41%
2018-10-05,"1,205.60","1,203.70","1,209.80","1,200.90",255.48K,0.33%
2018-10-04,"1,201.60","1,201.40","1,210.70","1,199.60",290.84K,-0.11%
2018-10-03,"1,202.90","1,207.00","1,212.30","1,200.40",255.07K,-0.34%
2018-10-02,"1,207.00","1,192.70","1,212.30","1,192.20",365.32K,1.28%
2018-10-01,"1,191.70","1,196.10","1,196.50","1,188.10",220.51K,-0.38%
2018-09-28,"1,196.20","1,186.80","1,198.00","1,184.30",307.82K,0.74%
2018-09-26,"1,187.40","1,198.90","1,202.60","1,185.60",351.05K,-0.79%
2018-09-26,"1,196.90","1,203.00","1,203.90","1,193.00",0.44K,-0.47%
2018-09-25,"1,202.50","1,200.20","1,204.60","1,198.90",0.13K,0.07%
2018-09-24,"1,201.70","1,201.20","1,205.00","1,196.20",0.18K,0.26%
2018-09-21,"1,198.60","1,209.70","1,212.10","1,194.20",0.39K,-0.85%
2018-09-20,"1,208.90","1,206.40","1,210.50","1,203.50",0.09K,0.23%
2018-09-19,"1,206.10","1,201.50","1,208.50","1,201.00",0.12K,0.45%
2018-09-18,"1,200.70","1,202.80","1,204.50","1,199.60",0.04K,-0.22%
2018-09-16,"1,203.40","1,198.50","1,207.00","1,195.60",0.05K,0.40%
2018-09-14,"1,198.60","1,204.20","1,209.70","1,195.80",0.12K,-0.57%
2018-09-13,"1,205.50","1,208.90","1,213.30","1,202.50",0.09K,-0.22%
2018-09-12,"1,208.20","1,198.90","1,210.90","1,197.90",0.04K,0.73%
2018-09-11,"1,199.50","1,198.70","1,198.90","1,190.10",0.02K,0.19%
2018-09-10,"1,197.20","1,198.80","1,199.60","1,194.70",0.02K,-0.05%
2018-09-06,"1,197.80","1,202.80","1,203.70","1,200.00",0.01K,-0.32%
2018-09-06,"1,201.70","1,207.60","1,209.00","1,203.50",0.01K,0.24%
2018-09-05,"1,198.80","1,196.10","1,200.70","1,196.10",0.02K,0.18%
2018-09-04,"1,196.60","1,201.80","1,204.80","1,193.30",0.06K,-0.21%
2018-09-03,"1,199.10","1,207.00","1,207.60","1,195.10",421.47K,-0.42%
2018-08-31,"1,204.10","1,202.70","1,205.30","1,202.70",265.11K,0.13%
2018-08-30,"1,202.50","1,202.50","1,202.50","1,202.50",288.07K,-0.33%
2018-08-29,"1,206.50","1,202.20","1,208.80","1,202.20",10.90K,-0.25%
2018-08-28,"1,209.50","1,212.80","1,215.70","1,201.00",20.28K,-0.14%
2018-08-26,"1,211.20","1,209.20","1,214.00","1,204.50",3.45K,0.22%
2018-08-24,"1,208.60","1,187.10","1,210.40","1,184.90",9.56K,1.62%
2018-08-23,"1,189.30","1,198.00","1,198.70","1,185.60",5.42K,-0.78%
2018-08-22,"1,198.70","1,198.70","1,203.70","1,194.80",7.57K,0.27%
2018-08-21,"1,195.50","1,193.00","1,199.80","1,190.00",4.52K,0.45%
2018-08-20,"1,190.20","1,185.50","1,193.20","1,185.30",4.20K,0.88%
2018-08-16,"1,179.80","1,177.50","1,187.60","1,174.20",4.99K,0.02%
2018-08-16,"1,179.60","1,178.10","1,184.50","1,162.70",6.75K,-0.08%
2018-08-15,"1,180.50","1,196.80","1,197.20","1,175.60",8.79K,-1.30%
2018-08-14,"1,196.10","1,196.30","1,200.90","1,194.50",3.75K,0.16%
2018-08-13,"1,194.20","1,214.20","1,216.50","1,193.90",8.35K,-1.65%
2018-08-10,"1,214.20","1,215.30","1,220.00","1,208.50",6.70K,-0.07%
2018-08-09,"1,215.10","1,217.10","1,220.50","1,213.60",3.16K,-0.09%
2018-08-08,"1,216.20","1,214.10","1,218.50","1,208.80",6.97K,0.24%
2018-08-06,"1,213.30","1,211.00","1,219.20","1,210.90",3.62K,0.06%
2018-08-06,"1,212.60","1,216.70","1,220.70","1,209.50",3.28K,-0.45%
2018-08-03,"1,218.10","1,211.80","1,223.30","1,207.40",5.35K,0.26%
2018-08-02,"1,214.90","1,219.40","1,224.90","1,210.30",6.90K,-0.61%
2018-08-01,"1,222.40","1,228.20","1,228.70","1,219.10",6.48K,-0.50%
2018-07-31,"1,228.50","1,224.90","1,232.60","1,217.60",6.81K,0.17%
2018-07-30,"1,226.40","1,226.50","1,229.10","1,223.10",22.01K,-0.01%
2018-07-26,"1,226.50","1,225.80","1,230.10","1,220.00",1.79K,-0.17%
2018-07-26,"1,228.60","1,234.60","1,237.70","1,224.90",1.26K,-0.48%
2018-07-25,"1,234.50","1,227.20","1,236.70","1,226.70",0.48K,0.51%
2018-07-24,"1,228.20","1,227.30","1,232.20","1,221.00",0.85K,0.02%
2018-07-23,"1,228.00","1,234.20","1,237.40","1,224.80",0.59K,-0.45%
2018-07-20,"1,233.60","1,226.70","1,234.50","1,218.90",1.08K,0.58%
2018-07-19,"1,226.50","1,228.90","1,231.20","1,213.40",0.41K,-0.33%
2018-07-18,"1,230.50","1,229.60","1,230.70","1,223.80",0.29K,0.05%
2018-07-16,"1,229.90","1,243.20","1,247.40","1,228.80",0.38K,-0.99%
2018-07-16,"1,242.20","1,245.20","1,248.00","1,241.00",0.24K,-0.13%
2018-07-13,"1,243.80","1,248.90","1,250.50","1,239.50",0.17K,-0.42%
2018-07-12,"1,249.10","1,244.70","1,250.50","1,244.70",0.66K,0.14%
2018-07-11,"1,247.40","1,254.10","1,256.50","1,244.70",0.34K,-0.90%
2018-07-10,"1,258.70","1,261.60","1,263.50","1,251.30",0.42K,-0.32%
2018-07-09,"1,262.80","1,260.40","1,269.80","1,260.40",0.07K,0.31%
2018-07-06,"1,258.90","1,261.50","1,262.70","1,257.80",0.12K,-0.22%
2018-07-05,"1,261.70","1,257.80","1,263.60","1,256.90",0.14K,0.23%
2018-07-04,"1,258.80","1,257.70","1,261.00","1,252.20",392.95K,0.19%
2018-07-03,"1,256.40","1,244.90","1,259.30","1,242.10",0.12K,0.95%
2018-07-02,"1,244.60","1,256.00","1,257.40","1,244.10",0.04K,-1.01%
2018-06-29,"1,257.30","1,257.30","1,257.30","1,257.30",226.20K,0.28%
2018-06-28,"1,253.80","1,253.80","1,253.80","1,253.80",241.82K,-0.18%
2018-06-26,"1,256.10","1,260.50","1,261.90","1,252.20",256.90K,-0.30%
2018-06-26,"1,259.90","1,267.30","1,269.40","1,256.40",254.01K,-0.71%
2018-06-25,"1,268.90","1,272.20","1,274.40","1,265.50",201.57K,-0.14%
2018-06-22,"1,270.70","1,268.60","1,273.10","1,268.40",184.22K,0.02%
2018-06-21,"1,270.50","1,269.70","1,272.30","1,262.40",281.81K,-0.31%
2018-06-20,"1,274.50","1,277.30","1,278.60","1,269.60",233.18K,-0.32%
2018-06-19,"1,278.60","1,280.70","1,286.80","1,272.60",289.57K,-0.12%
2018-06-18,"1,280.10","1,281.10","1,284.90","1,279.50",195.74K,0.13%
2018-06-15,"1,278.50","1,305.90","1,306.70","1,277.90",525.96K,-2.28%
2018-06-14,"1,308.30","1,303.10","1,313.00","1,301.00",347.19K,0.54%
2018-06-13,"1,301.30","1,299.60","1,305.20","1,294.50",263.84K,0.15%
2018-06-12,"1,299.40","1,304.50","1,304.80","1,296.30",236.39K,-0.29%
2018-06-11,"1,303.20","1,303.50","1,307.00","1,297.80",211.58K,0.04%
2018-06-08,"1,302.70","1,301.30","1,304.80","1,296.00",217.65K,-0.02%
2018-06-06,"1,303.00","1,300.90","1,307.80","1,299.00",259.65K,0.12%
2018-06-06,"1,301.40","1,300.60","1,306.10","1,297.70",252.05K,-0.06%
2018-06-05,"1,302.20","1,296.40","1,304.80","1,293.50",271.29K,0.38%
2018-06-04,"1,297.30","1,296.70","1,302.30","1,293.80",215.33K,-0.15%
2018-06-01,"1,299.30","1,303.00","1,304.80","1,293.10",318.57K,-0.41%
2018-05-31,"1,304.70","1,306.00","1,311.50","1,301.00",315.14K,-0.14%
2018-05-30,"1,306.50","1,303.10","1,308.80","1,300.00",338.85K,0.38%
2018-05-29,"1,301.60","1,302.80","1,309.00","1,294.70",2.24K,0.20%
2018-05-28,"1,299.00","1,297.20","1,306.10","1,291.40",386.33K,-0.57%
2018-05-25,"1,306.40","1,307.10","1,309.60","1,302.30",1.52K,-0.07%
2018-05-24,"1,307.30","1,296.10","1,309.10","1,295.30",1.10K,1.17%
2018-05-23,"1,292.20","1,294.40","1,299.40","1,289.60",0.40K,-0.19%
2018-05-22,"1,294.60","1,294.50","1,298.00","1,289.90",0.32K,0.09%
2018-05-21,"1,293.50","1,293.90","1,295.10","1,284.60",0.31K,-0.05%
2018-05-18,"1,294.10","1,292.60","1,296.20","1,288.70",0.13K,0.13%
2018-05-16,"1,292.40","1,293.10","1,296.30","1,287.00",0.13K,-0.16%
2018-05-16,"1,294.50","1,295.00","1,298.90","1,289.10",0.12K,0.09%
2018-05-15,"1,293.40","1,316.90","1,317.20","1,292.10",0.44K,-2.10%
2018-05-14,"1,321.20","1,322.50","1,325.20","1,316.00",0.09K,-0.20%
2018-05-11,"1,323.80","1,324.60","1,328.40","1,320.80",0.18K,-0.11%
2018-05-10,"1,325.30","1,316.40","1,325.50","1,314.00",0.09K,0.70%
2018-05-09,"1,316.10","1,318.10","1,320.60","1,309.00",0.30K,-0.05%
2018-05-08,"1,316.80","1,316.70","1,321.20","1,309.70",0.07K,-0.03%
2018-05-06,"1,317.20","1,323.00","1,323.00","1,315.50",0.03K,-0.04%
2018-05-04,"1,317.70","1,316.50","1,317.80","1,312.80",0.05K,0.15%
2018-05-03,"1,315.70","1,313.00","1,321.50","1,312.10",0.16K,0.54%
2018-05-02,"1,308.60","1,313.30","1,316.00","1,307.90",0.03K,-0.10%
2018-05-01,"1,309.90","1,311.00","1,311.40","1,311.00",0.00K,-0.94%
2018-04-30,"1,322.30","1,322.30","1,322.30","1,322.30",295.96K,-0.32%
2018-04-26,"1,326.50","1,326.50","1,326.50","1,326.50",241.65K,0.65%
2018-04-26,"1,317.90","1,324.20","1,328.00","1,316.20",295.69K,-0.37%
2018-04-25,"1,322.80","1,332.00","1,333.80","1,320.20",269.90K,-0.77%
2018-04-24,"1,333.00","1,326.10","1,334.50","1,323.60",277.65K,0.68%
2018-04-23,"1,324.00","1,336.20","1,337.60","1,323.80",294.25K,-1.07%
2018-04-20,"1,338.30","1,348.50","1,348.90","1,337.00",282.92K,-0.78%
2018-04-19,"1,348.80","1,352.40","1,357.70","1,343.20",342.54K,-0.35%
2018-04-18,"1,353.50","1,350.40","1,359.00","1,345.00",311.37K,0.30%
2018-04-16,"1,349.50","1,349.10","1,352.20","1,340.20",276.63K,-0.09%
2018-04-16,"1,350.70","1,349.80","1,353.50","1,342.80",269.55K,0.21%
2018-04-13,"1,347.90","1,337.60","1,350.30","1,335.50",265.40K,0.45%
2018-04-12,"1,341.90","1,356.30","1,356.70","1,336.70",397.62K,-1.33%
2018-04-11,"1,360.00","1,343.10","1,369.40","1,342.50",492.04K,1.05%
2018-04-10,"1,345.90","1,339.80","1,346.20","1,334.20",285.18K,0.43%
2018-04-09,"1,340.10","1,338.00","1,341.50","1,330.10",228.81K,0.30%
2018-04-06,"1,336.10","1,329.70","1,339.10","1,322.60",373.57K,0.57%
2018-04-05,"1,328.50","1,337.10","1,338.70","1,326.00",280.40K,-0.87%
2018-04-04,"1,340.20","1,336.70","1,352.50","1,335.20",351.03K,0.22%
2018-04-03,"1,337.30","1,345.00","1,346.60","1,332.70",288.39K,-0.71%
2018-04-02,"1,346.90","1,330.70","1,349.20","1,329.00",254.66K,1.48%
2018-03-29,"1,327.30","1,329.30","1,332.60","1,325.40",251.25K,-0.20%
2018-03-28,"1,330.00","1,351.10","1,352.20","1,327.70",386.85K,-1.09%
2018-03-26,"1,344.70","1,355.20","1,358.50","1,342.40",2.33K,-0.95%
2018-03-26,"1,357.60","1,350.90","1,358.30","1,346.50",0.97K,0.38%
2018-03-23,"1,352.40","1,332.00","1,352.80","1,332.00",0.94K,1.70%
2018-03-22,"1,329.80","1,334.20","1,337.30","1,327.10",0.68K,0.44%
2018-03-21,"1,324.00","1,313.90","1,339.30","1,312.30",0.44K,0.72%
2018-03-20,"1,314.50","1,319.40","1,319.60","1,309.30",0.36K,-0.44%
2018-03-19,"1,320.30","1,315.80","1,321.50","1,310.00",0.20K,0.42%
2018-03-16,"1,314.80","1,318.80","1,323.30","1,312.00",0.20K,-0.42%
2018-03-15,"1,320.40","1,328.30","1,330.20","1,318.00",0.21K,-0.59%
2018-03-14,"1,328.20","1,329.40","1,332.90","1,325.40",0.18K,-0.12%
2018-03-13,"1,329.80","1,328.50","1,330.70","1,317.00",0.24K,0.48%
2018-03-12,"1,323.50","1,326.90","1,326.90","1,318.70",0.35K,-0.24%
2018-03-09,"1,326.70","1,322.00","1,327.90","1,316.60",0.35K,0.17%
2018-03-08,"1,324.40","1,328.90","1,331.70","1,323.10",0.06K,-0.44%
2018-03-06,"1,330.30","1,344.00","1,344.00","1,326.50",0.49K,-0.57%
2018-03-06,"1,337.90","1,326.00","1,342.40","1,325.70",0.30K,1.16%
2018-03-05,"1,322.60","1,330.50","1,331.10","1,322.80",0.36K,-0.25%
2018-03-02,"1,325.90","1,320.60","1,328.60","1,319.90",0.48K,1.38%
2018-03-01,"1,307.90","1,311.80","1,324.10","1,308.30",0.06K,-0.96%
2018-02-28,"1,320.60","1,323.80","1,323.80","1,323.80",0.01K,-0.06%
2018-02-26,"1,321.40","1,321.40","1,321.40","1,321.40",334.72K,-0.86%
2018-02-26,"1,332.80","1,330.40","1,342.90","1,328.00",247.24K,0.19%
2018-02-23,"1,330.30","1,333.70","1,334.20","1,327.70",167.85K,-0.18%
2018-02-22,"1,332.70","1,326.20","1,334.40","1,322.90",206.24K,0.05%
2018-02-21,"1,332.10","1,331.20","1,338.50","1,324.40",255.62K,0.07%
2018-02-20,"1,331.20","1,350.20","1,354.00","1,330.60",374.05K,0.00%
2018-02-19,"1,331.20","1,350.20","1,354.00","1,330.60",374.05K,-1.84%
2018-02-16,"1,356.20","1,356.60","1,364.40","1,347.30",230.90K,0.07%
2018-02-15,"1,355.30","1,353.00","1,359.80","1,350.80",274.93K,-0.20%
2018-02-14,"1,358.00","1,331.90","1,358.60","1,319.10",431.72K,2.07%
2018-02-13,"1,330.40","1,325.00","1,333.50","1,323.70",201.43K,0.30%
2018-02-12,"1,326.40","1,317.10","1,330.00","1,316.30",208.07K,0.81%
2018-02-09,"1,315.70","1,321.00","1,325.00","1,313.20",317.67K,-0.25%
2018-02-08,"1,319.00","1,320.70","1,324.50","1,309.00",365.93K,0.33%
2018-02-06,"1,314.60","1,326.60","1,334.80","1,313.50",351.23K,-1.12%
2018-02-06,"1,329.50","1,343.10","1,349.30","1,322.80",473.35K,-0.52%
2018-02-05,"1,336.50","1,334.60","1,344.80","1,331.60",305.68K,-0.06%
2018-02-02,"1,337.30","1,352.20","1,353.30","1,330.10",431.41K,-0.79%
2018-02-01,"1,347.90","1,348.20","1,354.30","1,340.20",310.50K,0.36%
2018-01-31,"1,343.10","1,341.80","1,351.00","1,335.50",377.14K,0.23%
2018-01-30,"1,340.00","1,344.00","1,352.50","1,337.50",412.52K,-0.16%
2018-01-29,"1,342.20","1,351.60","1,353.40","1,338.00",2.59K,-0.90%
2018-01-26,"1,354.40","1,348.70","1,358.20","1,347.70",1.82K,-0.79%
2018-01-25,"1,365.20","1,359.60","1,367.50","1,343.40",1.64K,0.48%
2018-01-24,"1,358.70","1,343.00","1,363.40","1,342.00",1.72K,1.47%
2018-01-23,"1,339.00","1,335.20","1,343.90","1,333.30",1.17K,0.35%
2018-01-22,"1,334.30","1,337.40","1,337.60","1,331.40",0.60K,-0.07%
2018-01-19,"1,335.30","1,329.80","1,339.40","1,329.60",0.44K,0.44%
2018-01-18,"1,329.50","1,330.40","1,334.80","1,326.90",0.49K,-0.89%
2018-01-16,"1,341.40","1,341.80","1,345.20","1,329.60",0.28K,0.16%
2018-01-16,"1,339.30","1,339.20","1,346.50","1,335.00",0.46K,0.16%
2018-01-15,"1,337.10","1,337.30","1,345.00","1,332.10",499.76K,-0.01%
2018-01-12,"1,337.20","1,325.10","1,342.00","1,324.10",0.75K,0.94%
2018-01-11,"1,324.70","1,320.60","1,326.50","1,319.20",0.25K,0.23%
2018-01-10,"1,321.60","1,315.00","1,329.50","1,312.40",0.26K,0.43%
2018-01-09,"1,315.90","1,321.00","1,322.80","1,312.30",0.17K,-0.51%
2018-01-08,"1,322.70","1,323.80","1,324.80","1,318.00",0.71K,-0.14%
2018-01-05,"1,324.50","1,324.30","1,325.90","1,318.50",0.10K,0.05%
